50,51,36,
139,123,78,
175,129,82,
177,102,51,
252,174,153,
225,161,161,
153,87,68,
201,170,146,
163,125,100,
177,174,183,
146,18,56,
239,165,172,
217,83,159,
220,156,222,
69,75,139,
31,127,160,
76,96,95,
134,195,171,
190,223,116,
142,155,109,
101,89,53,
133,93,49,
129,60,17,
253,142,120,
127,66,50,
148,114,93,
122,89,57,
130,125,125,
128,11,52,
234,126,134,
174,66,128,
164,73,172,
57,48,104,
56,74,74,
137,184,159,
109,150,70,
97,116,81,
173,149,100,
253,107,79,
160,75,76,
110,73,42,
109,100,105,
113,16,51,
195,76,92,
115,43,85,
144,47,153,
45,32,104,
53,177,147,
87,130,110,
86,116,59,
73,82,60,
159,131,82,
253,72,12,
147,59,61,
66,48,20,
74,48,33,
74,71,73,
170,57,73,
88,14,92,
32,126,114,
47,84,70,
64,85,46,
145,114,69,
247,15,0,
121,38,49,
57,57,61,
207,0,83,
24,99,88,
29,54,42,
52,75,46,
0,0,0]
